TAVG,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,PRCP
76,80,67,6.04,230,230,17,25.9,,0.01
70,79,62,4.7,10,70,12.1,15,,0
69,81,61,2.91,100,120,13,16.1,,0
73,84,59,6.49,360,350,18.1,25.1,,0
70,85,53,3.8,160,160,13,18.1,,0
71,86,59,3.36,130,30,12.1,17,,0.02
70,83,58,4.47,130,130,15,19,,0
69,83,55,3.8,130,110,14.1,18.1,,0
75,94,57,4.25,280,270,13,19,,0
74,86,62,4.03,140,150,15,18.1,,0
72,84,59,4.92,80,120,13,19,,0
77,87,68,6.26,10,360,15,18.1,,0
70,76,57,4.92,360,360,12.1,14.1,,0
68,81,56,5.59,130,120,16.1,21.9,,0
71,82,61,5.37,120,120,16.1,21,,0
68,71,62,6.26,310,330,14.1,21,,0.56
66,79,56,9.17,340,290,21,30,,0.01
68,85,55,6.26,250,260,16.1,28,,0
69,82,53,8.05,180,210,21,31.1,,0
68,74,63,6.04,180,180,14.1,19.9,,0.86
71,83,63,3.8,110,260,13,18.1,,0
74,81,69,8.28,200,220,17,25.1,,0.01
76,81,68,8.5,10,190,21.9,36.9,,0.96
69,73,56,8.05,330,320,15,23,,0.13
60,65,47,4.03,120,90,10.1,14.1,,0.03
59,77,43,6.26,130,130,17,21.9,,0
71,79,63,7.83,220,230,15,23.9,,0
74,86,66,6.71,190,240,16.1,23,,0.05
74,83,67,3.8,20,270,10.1,16.1,,0.01
71,86,63,5.82,200,180,16.1,21.9,,0.97
76,87,60,8.5,220,200,25.1,36.9,,1.58
64,73,49,5.59,20,20,15,19,,0
58,73,46,5.82,20,10,14.1,18.1,,0
58,64,44,7.83,100,100,17,23,,0
55,65,43,10.07,70,70,19.9,27.1,,0
61,69,48,6.93,90,100,15,23,,0.02
58,75,44,3.58,110,110,13,16.1,,0
63,80,47,4.7,120,140,16.1,19.9,,0
61,76,47,3.58,100,130,13,18.1,,0
68,81,57,2.01,150,120,12.1,16.1,,0
66,82,54,2.46,90,70,14.1,17,,0
66,82,50,3.13,110,110,13,17,,0
72,88,55,5.37,340,340,21,30,,0
64,71,55,5.14,330,340,12.1,16.1,,0
59,65,54,5.59,100,110,14.1,18.1,,0
61,67,57,6.49,140,140,19.9,28,,0.96
70,79,50,14.32,240,250,30,52.1,,0.02
52,63,40,4.47,310,310,10.1,21.9,,0
53,67,41,6.71,90,50,18.1,23,,0
57,65,54,10.74,120,140,19.9,27.1,,0
68,79,62,7.83,180,220,14.1,19.9,,0.11
59,68,46,7.83,280,310,18.1,32,,0
53,67,38,8.95,180,180,21,30,,0
55,57,47,6.26,240,270,13,21,,0.16
47,53,42,4.7,320,320,17,25.9,,0
45,50,42,1.34,210,200,6.9,10.1,,0
49,56,45,8.5,100,60,19.9,28,,0.34
51,54,36,6.93,30,60,16.1,21,,0.07
48,74,36,10.96,190,210,21.9,36,,0.94
58,73,34,11.18,310,310,23.9,44.1,,0.48
43,52,34,8.72,120,120,19.9,31.1,,0.02
54,61,47,7.38,330,330,17,23,,0.05
49,50,47,7.16,40,50,13,17,,0
55,70,48,7.61,140,100,15,23,,0.64
72,86,61,6.71,350,320,21.9,29.1,,0
66,79,56,7.38,190,200,19.9,27.1,,0.36
58,68,39,11.63,250,240,23,36.9,,0.02
41,45,38,6.49,280,260,15,25.1,,0
41,51,32,4.47,270,230,14.1,23,,0
46,59,35,5.82,200,180,13,17,,0
44,47,34,8.05,260,260,25.1,42.9,,0.24
43,57,34,12.08,220,210,19.9,36.9,,0
40,44,32,10.29,340,310,25.1,42.1,,0.08
38,52,28,8.5,230,240,18.1,31.1,,0
51,57,46,12.3,210,280,21,36,,0.12
44,46,35,12.97,330,330,29.1,42.1,,0
36,41,31,6.71,340,330,17,25.9,,0
39,57,25,2.91,240,240,14.1,19,,0
42,47,38,9.62,340,330,21.9,34,,0.03
39,44,28,4.92,340,350,13,17,,0
36,47,22,3.13,210,200,10.1,13,,0.02
43,45,41,3.8,70,70,12.1,15,,0.25
42,44,37,8.5,50,60,18.1,23.9,,0.28
38,42,36,4.7,290,280,8.9,18.1,,0.04
41,52,31,7.38,320,280,16.1,28,,0
38,51,24,6.26,190,180,16.1,23,,0.41
48,55,36,4.92,240,310,13,21,,0.13
38,44,32,3.13,20,360,12.1,15,,0
40,43,37,9.17,10,10,17,25.9,,0.06
37,38,24,4.92,320,320,15,19.9,,0
33,46,22,10.29,130,120,21.9,32,,0
47,52,37,9.84,140,120,21,31.1,,0.09
45,52,37,9.62,50,280,19.9,31.1,,0.73
40,43,34,10.96,250,250,19.9,35.1,,0.05
35,38,32,3.8,260,230,10.1,17,,0
34,35,30,4.7,260,250,18.1,32,,0.7
28,30,23,8.05,260,260,21,36,,0.01
27,32,23,6.71,200,200,15,23,,0.04
31,33,27,4.7,310,270,8.1,13,,0
26,28,21,6.93,320,310,16.1,25.1,,0
23,27,12,4.25,230,260,13,17,,0
22,35,12,4.25,160,150,15,19,,0.09
33,36,30,4.92,290,300,14.1,23.9,,0.17
31,32,20,6.93,340,290,17,23,,0.01
23,35,8,5.82,220,210,17,29.1,,0
28,33,22,3.8,10,10,21,25.1,,0.03
23,30,15,7.61,330,240,14.1,21.9,,0.03
21,30,11,10.96,320,340,23.9,32,,0.02
15,25,5,8.5,160,150,19.9,27.1,,0
31,41,25,11.86,180,170,18.1,29.1,,0
39,42,37,8.05,150,150,15,19.9,,0.09
38,40,31,7.16,320,260,15,25.1,,0.01
31,32,28,12.75,320,320,23,34,,0
28,29,27,12.53,320,310,19.9,30,,0
29,33,27,9.4,300,300,17,27.1,,0
31,35,28,5.14,180,180,14.1,18.1,,0.05
30,35,22,1.57,270,220,6,8.9,,0
31,38,27,5.59,80,100,18.1,31.1,,0
37,40,32,11.86,40,70,23,34,,0.8
31,33,22,12.3,350,350,19.9,28,,0.37
24,32,14,3.8,270,260,8.9,13,,0
27,31,20,6.71,240,230,13,21,,0
27,30,15,9.17,320,320,21.9,30,,0
20,25,15,5.82,290,220,13,19,,0.01
22,28,12,5.82,270,260,16.1,25.1,,0
23,31,15,6.71,310,270,14.1,23.9,,0
30,35,26,6.26,190,200,13,17,,0
30,32,29,4.92,270,250,12.1,18.1,,0
32,36,28,8.95,130,120,21,27.1,,0.04
35,37,32,5.82,160,220,10.1,14.1,,0
36,48,29,5.37,240,220,14.1,18.1,,0.03
33,42,22,2.68,130,120,8.9,12.1,,0
30,45,22,4.25,230,240,10.1,16.1,,0
33,35,29,11.18,320,320,23.9,40.9,,0
29,34,25,7.38,180,210,16.1,23,,0
34,45,30,6.71,150,210,13,18.1,,0
37,41,32,4.7,170,200,10.1,15,,0.09
36,38,27,11.41,340,330,21,30,,0.2
25,27,22,7.38,330,320,19.9,29.1,,0
27,31,24,2.01,170,140,6.9,8.9,,0.06
30,31,22,4.7,330,320,15,21,,0.04
27,32,22,3.36,260,270,8.1,12.1,,0
29,31,27,3.36,20,30,12.1,14.1,,0.01
31,39,29,14.32,130,130,23.9,35.1,,0.28
43,50,23,10.96,320,330,21,29.1,,0.04
20,23,10,6.49,320,320,17,23.9,,0
24,31,20,7.38,230,210,17,23,,0
28,33,19,5.82,360,10,17,21.9,,0.7
23,33,3,10.51,340,340,23.9,33.1,,0.04
8,27,-8,4.25,180,190,13,17,,0.07
27,34,24,8.5,230,230,17,25.9,,0
35,44,20,5.14,230,250,13,21,,0
31,46,22,5.82,320,320,23,33.1,,0
31,35,21,9.84,340,340,21.9,33.1,,0
28,39,26,18.57,140,140,28,45,,0.58
36,40,28,7.61,350,270,19.9,30,,0.02
26,28,19,12.53,330,300,25.1,38.9,,0.1
17,19,9,12.3,320,320,23,35.1,,0
13,22,2,1.57,270,290,6.9,10.1,,0
21,24,4,6.49,50,50,14.1,19,,0.01
15,23,-2,3.8,50,50,10.1,13,,0.05
19,30,2,4.92,220,220,10.1,16.1,,0
30,32,29,6.26,240,240,21.9,31.1,,0
23,31,7,8.5,320,300,23,40,,0.04
11,24,-4,3.13,180,180,15,19,,0.03
21,24,9,7.83,330,320,21.9,27.1,,0
8,10,2,10.74,40,40,17,21,,0
2,4,-1,13.2,350,330,23,29.1,,0.02
2,15,-10,4.7,330,330,13,17,,0.02
7,23,-12,9.17,170,150,23,30,,0.24
23,30,22,4.92,310,300,18.1,28,,0.28
24,28,19,4.7,240,250,12.1,17,,0.04
14,19,-3,8.05,290,290,18.1,34,,0.04
-4,10,-25,6.04,170,220,15,21,,0
4,10,-16,6.49,300,290,17,28,,0
-1,15,-20,11.63,20,80,19.9,32,,0.59
8,16,-3,9.17,230,220,23,36,,0.02
1,5,-4,11.63,240,250,21.9,36.9,,0.04
2,8,-5,10.29,250,280,18.1,28,,0
-3,14,-23,4.47,190,260,10.1,15,,0
18,30,10,6.04,200,200,14.1,19.9,,0
33,45,28,4.92,110,120,13,17,,0.02
38,48,33,8.05,290,240,16.1,29.1,,0.04
26,35,14,9.84,330,330,19.9,28,,0
22,26,20,8.5,60,90,15,23,,0.29
23,36,20,9.84,260,240,23,33.1,,0.47
22,34,9,13.42,250,240,30,46.1,,0.06
13,20,9,6.71,260,280,14.1,21.9,,0
11,22,-1,2.01,20,140,8.9,10.1,,0.05
21,24,18,10.51,70,100,17,23.9,,0.06
24,26,22,15.66,80,100,25.1,38.9,,0.55
20,24,15,8.95,300,280,21,36.9,,0.15
20,33,5,6.26,130,140,17,23.9,,0.17
28,34,21,12.75,250,260,25.1,42.1,,0.13
22,25,0,6.93,320,320,21,31.1,,0
10,23,-4,6.71,50,70,16.1,23,,0.01
16,18,-4,9.84,360,360,17,21.9,,0
5,28,-13,4.7,90,120,14.1,17,,0
16,30,3,6.93,110,100,21.9,32,,0.13
32,35,27,10.74,250,260,21.9,34,,0
27,34,15,4.92,130,120,12.1,16.1,,0
24,33,12,8.95,120,120,21.9,31.1,,0.08
34,42,21,17.45,270,260,32,53.9,,0.35
19,21,5,14.32,280,290,30,47,,0.04
10,17,3,5.59,360,350,15,19,,0
14,22,1,2.46,120,140,14.1,19.9,,0.29
12,27,-8,3.36,120,120,14.1,17,,0.01
15,34,-4,4.03,110,90,13,16.1,,0
24,28,17,7.61,320,300,21,29.1,,0.18
17,20,-4,6.49,310,320,13,19,,0.02
1,14,-17,4.92,240,230,15,23,,0
7,17,1,7.83,270,260,18.1,28,,0
7,18,-7,5.82,240,320,16.1,23.9,,0
10,22,-4,5.82,260,320,16.1,23.9,,0
11,35,-11,3.58,50,220,13,19.9,,0
16,32,-2,10.29,100,110,23.9,35.1,,0.01
33,36,29,11.86,250,240,23,36.9,,0.38
31,34,22,10.96,270,290,23,36,,0
24,44,3,4.7,210,250,13,21.9,,0
35,39,33,6.26,140,140,13,17,,0.24
40,54,34,8.05,220,210,21,33.1,,0.25
38,43,27,11.63,230,230,23,36,,0
27,31,18,9.84,310,290,21,35.1,,0.01
22,37,7,3.58,110,120,13,17,,0
26,40,9,4.7,360,360,18.1,25.1,,0
32,45,21,4.92,210,210,13,19,,0
38,48,32,8.95,190,180,14.1,21.9,,0
37,42,32,3.8,320,320,15,19,,0
33,35,24,15.88,340,340,30,42.1,,0
29,45,16,6.71,230,240,16.1,23,,0
36,41,26,8.05,350,350,19.9,23,,0
28,36,15,7.38,320,330,17,25.9,,0
29,43,14,4.7,100,90,13,16.1,,0
37,52,24,10.51,210,210,21.9,33.1,,0.01
48,51,33,9.17,210,210,17,28,,0
37,44,29,6.26,120,120,15,21.9,,0
33,36,25,8.95,320,290,19.9,30,,0.24
25,31,20,12.3,330,340,28,38.9,,0
29,44,19,8.05,240,260,18.1,25.9,,0
38,42,35,8.72,200,200,16.1,25.1,,0.08
36,41,26,10.74,310,320,23.9,40.9,,0.06
31,40,18,5.37,90,130,15,21,,0
33,43,31,5.82,140,150,14.1,18.1,,0.09
41,52,36,2.01,130,140,8.9,13,,0
43,56,36,6.93,100,110,16.1,23,,0.25
45,58,39,7.16,280,290,16.1,28,,0.1
41,47,34,10.29,330,350,23.9,32,,0.04
36,42,28,6.93,20,10,17,21,,0
31,34,28,14.54,100,110,25.1,38,,0.32
40,58,34,12.3,230,250,29.1,45,,0.29
41,43,34,10.51,240,240,23.9,36.9,,0
34,38,31,11.41,10,360,25.1,36,,0.56
38,53,32,9.84,350,360,21.9,28,,0.01
40,47,30,4.25,160,70,12.1,16.1,,0
39,50,31,8.5,120,120,21,31.1,,0.31
47,60,38,8.05,120,140,17,25.9,,0.79
41,49,33,12.53,10,10,21.9,28,,0
43,60,30,8.72,20,20,19.9,28,,0
47,63,32,4.92,120,120,15,21.9,,0
54,76,40,6.04,170,150,23.9,36,,0
49,58,40,11.18,320,310,23,35.1,,0.04
45,61,33,8.5,140,130,17,21.9,,0
53,71,40,7.16,120,100,17,21.9,,0
48,57,33,14.09,330,340,32,45,,0.15
38,50,31,12.75,320,310,28,44.1,,0
40,51,28,6.04,360,350,19.9,29.1,,0
35,41,27,7.61,120,120,21,33.1,,0.1
39,46,35,7.61,110,110,14.1,21.9,,0.01
40,42,35,12.3,80,70,25.9,40.9,,1.19
37,41,35,4.92,120,110,12.1,15,,0.1
42,53,35,8.05,340,350,15,21,,0.02
46,59,29,4.47,100,90,15,21,,0
49,69,32,4.7,130,120,18.1,23,,0
49,54,38,9.62,330,330,18.1,23.9,,0.01
44,55,33,7.38,360,360,16.1,23.9,,0
42,53,27,10.07,90,90,23.9,35.1,,0.01
46,63,39,9.4,120,110,21,33.1,,1.25
47,52,33,9.84,330,280,21,31.1,,0
44,54,30,4.25,130,100,14.1,25.1,,0
45,52,39,6.04,90,80,15,19.9,,0
48,55,40,6.71,50,70,18.1,25.9,,0
53,71,35,5.82,340,330,15,21,,0
56,69,43,6.93,340,360,21,29.1,,0
48,68,35,7.61,320,120,18.1,23.9,,0
53,61,40,11.63,360,310,19.9,29.1,,0
44,47,32,7.61,100,100,16.1,23,,0.08
45,49,43,7.61,90,70,19.9,28,,0.42
48,55,43,11.18,330,310,21.9,30,,0.01
51,65,36,6.26,120,120,15,19.9,,0
51,59,45,10.51,130,140,23.9,38.9,,0.05
57,73,45,10.29,270,300,23.9,38,,0.55
55,62,51,6.49,140,100,15,21,,0
62,83,52,8.05,360,230,21.9,27.1,,0.73
63,73,50,6.71,10,,13,,,0
54,58,44,6.71,100,130,15,23.9,,0.22
48,53,45,5.82,40,50,12.1,16.1,,0.4
56,71,48,4.7,110,90,14.1,18.1,,0
61,78,47,7.61,360,310,19.9,33.1,,0
51,57,37,6.04,130,140,18.1,23.9,,0
51,61,42,4.25,90,70,13,17,,0
53,63,44,10.51,350,330,25.1,35.1,,0
51,64,38,6.71,330,310,18.1,28,,0
54,70,45,5.14,30,30,15,19,,0
50,57,47,5.59,20,30,14.1,18.1,,0.02
57,73,41,3.58,100,90,13,18.1,,0
61,78,43,3.58,100,100,14.1,17,,0
60,75,42,4.92,110,140,16.1,23,,0
57,73,45,4.92,140,120,14.1,19.9,,0.27
59,64,48,8.5,290,300,18.1,35.1,,0.83
58,74,40,5.82,120,320,15,23.9,,0
60,71,52,4.03,120,120,16.1,21,,0.66
54,56,49,9.4,330,320,23.9,36,,0.47
56,74,47,9.17,240,230,23,38,,0.36
60,69,46,8.28,350,230,17,23.9,,0.2
53,63,42,4.7,80,70,15,21.9,,0.01
58,72,42,3.36,130,120,13,17,,0
59,74,45,3.8,120,130,15,19.9,,0
59,67,51,2.24,10,140,8.9,12.1,,0
60,73,50,7.61,10,20,18.1,27.1,,0
62,71,46,6.71,360,40,17,25.1,,0
62,75,44,3.8,140,100,13,17,,0
60,75,40,5.82,110,120,17,25.9,,0
61,70,56,6.71,210,210,18.1,28,,0.36
70,82,62,10.51,240,260,19.9,30,,0
74,85,62,7.38,260,250,16.1,28,,0
75,90,58,5.37,230,280,13,19,,0
71,78,64,2.91,160,150,12.1,15,,0.07
73,88,62,6.26,330,260,17,25.9,,0
67,75,54,5.37,130,90,13,19.9,,0
65,86,51,4.03,250,210,10.1,16.1,,0.39
71,79,60,2.91,110,20,6.9,10.1,,0.01
71,87,56,3.8,20,30,10.1,15,,0
68,82,50,4.25,100,110,15,19.9,,0
75,89,63,5.37,360,90,13,18.1,,0
70,75,58,6.26,40,30,18.1,25.1,,0.02
64,74,50,4.47,100,100,14.1,19,,0
62,79,45,3.58,100,360,10.1,15,,0
65,81,48,4.03,90,90,14.1,18.1,,0
70,92,52,7.38,330,190,19.9,30,,0.27
68,70,61,8.28,250,320,16.1,29.1,,0
67,80,57,5.82,130,120,14.1,18.1,,0
73,87,61,6.49,350,310,18.1,33.1,,0
69,84,53,4.25,330,330,15,21.9,,0
64,76,50,4.03,170,180,14.1,21,,0.18
77,90,66,6.93,30,260,16.1,25.1,,0
73,81,63,5.37,140,50,13,19.9,,0
74,90,59,6.71,250,210,16.1,25.1,,0
81,95,72,4.92,280,310,12.1,19,,0
77,82,68,6.49,330,330,25.9,42.1,,0.24
72,83,60,7.83,340,340,17,25.1,,0
67,79,57,8.5,340,20,18.1,27.1,,0
64,76,48,6.49,10,360,18.1,23,,0.01
65,81,50,4.7,310,320,14.1,21.9,,0.01
69,86,53,4.03,100,110,13,19,,0
75,87,61,7.61,190,190,18.1,27.1,,0
76,85,66,9.4,220,250,19.9,34,,0.5
74,87,64,5.37,100,110,15,19.9,,0
73,81,63,4.92,200,220,14.1,21.9,,0.15
69,77,54,6.71,320,310,18.1,29.1,,0
63,79,49,3.8,10,10,13,19,,0
63,80,47,2.91,120,90,13,21,,0
68,86,49,2.91,130,360,12.1,16.1,,0
72,86,58,4.92,10,20,15,21,,0
69,77,57,5.37,90,130,13,19,,0
67,87,51,6.71,10,350,23.9,36.9,,1.32
71,82,60,4.7,360,360,15,18.1,,0
69,83,53,4.47,100,240,13,18.1,,0
72,80,59,7.38,320,310,13,28,,0.02
66,78,57,9.17,320,300,21,33.1,,0
66,80,52,5.37,280,330,15,25.1,,0
67,86,50,3.8,210,220,12.1,18.1,,0
72,81,58,4.03,340,350,13,16.1,,0
66,75,53,4.92,60,60,15,19.9,,0
64,76,51,3.8,110,120,14.1,21,,0
61,74,46,2.68,360,10,14.1,17,,0
60,76,44,5.14,100,90,15,21,,0
70,82,59,5.82,250,290,14.1,21,,0
69,84,54,7.83,170,230,21.9,35.1,,0
71,81,55,6.04,130,110,15,21,,0
66,83,48,3.58,100,130,14.1,18.1,,0
67,81,53,7.16,340,340,19.9,25.9,,0.01
62,72,50,6.93,350,350,19.9,25.9,,0
60,73,46,4.92,10,10,17,23,,0
58,73,42,3.36,120,130,13,19,,0
59,76,43,6.71,140,140,19.9,25.1,,0
66,76,57,14.09,130,140,29.1,42.9,,0.69
71,82,59,10.51,250,280,21,36.9,,0.04
64,70,55,7.83,240,240,19.9,31.1,,0
64,76,53,8.28,210,210,21.9,31.1,,0
64,73,50,7.16,270,260,18.1,33.1,,0
58,71,41,3.36,90,90,13,16.1,,0
59,72,44,5.37,110,100,14.1,21.9,,0
65,74,48,6.04,360,340,16.1,19.9,,0
59,77,44,6.93,220,220,19.9,30,,1.09
63,70,43,8.72,320,320,19.9,32,,0
54,72,38,3.58,120,120,14.1,18.1,,0
58,65,50,6.49,120,100,15,21.9,,0.06
60,72,53,6.71,330,320,21.9,31.1,,0.1
56,64,40,5.14,40,40,14.1,18.1,,0
50,65,36,5.14,110,110,15,19.9,,0
65,80,59,8.05,220,220,17,27.1,,0.35
66,69,56,7.16,50,70,14.1,19.9,,0.42
57,62,55,10.51,120,50,16.1,25.9,,0
63,75,58,12.3,140,270,21,32,,0.21
65,72,46,8.95,240,250,18.1,31.1,,0
56,63,50,6.04,100,110,15,19.9,,0.18
62,69,58,2.68,10,260,8.9,11,,0.04
60,72,48,3.13,100,90,10.1,13,,0
64,80,52,7.38,180,170,16.1,21.9,,0
67,82,55,6.93,180,200,16.1,23,,0
65,78,59,2.46,110,120,13,14.1,,0
70,87,56,7.16,220,210,18.1,30,,0
73,75,60,9.4,200,180,17,28,,0.67
62,67,54,5.59,250,250,16.1,25.1,,0.12
58,71,43,4.25,120,120,15,19.9,,0
64,74,56,8.05,210,210,21,28,,0.04
58,63,44,6.04,260,250,18.1,29.1,,0.14
55,64,46,5.82,170,180,17,23.9,,0.05
58,63,44,6.26,360,350,17,21.9,,0
50,58,40,5.82,110,110,16.1,23,,0
59,66,56,7.16,340,360,18.1,28,,0.02
65,77,53,7.38,330,330,16.1,23,,0.33
53,55,49,9.4,30,20,17,23,,0.22
51,58,48,8.72,100,90,19.9,25.9,,0.26
48,53,31,5.59,20,330,13,17,,0.01
44,56,32,7.83,130,140,21.9,32,,0.06
56,66,51,10.29,240,230,19.9,32,,0
56,64,36,7.16,280,270,18.1,34,,0
47,65,31,5.14,110,130,16.1,21.9,,0
49,66,33,4.7,140,130,18.1,25.1,,0
49,63,35,6.71,120,110,17,23,,0
59,69,47,12.75,140,110,23.9,36.9,,0.68
46,49,37,10.51,190,190,21,30,,0.18
43,45,36,7.83,180,200,16.1,25.1,,0.06
40,50,33,7.61,240,240,18.1,29.1,,0
41,50,32,8.95,100,120,23.9,40,,0.58
47,50,42,14.32,340,330,28,38.9,,0.42
44,49,40,11.18,330,320,21,30,,0
42,53,31,4.47,130,120,13,16.1,,0
43,58,30,6.49,120,170,16.1,21,,0
51,65,40,3.13,20,20,13,16.1,,0.03
